DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Ft. Myers-Naples FL,2012,16.7,15.8,31.7,0.6,1.9,5.0,9.6,6.8,0.5,5.5,7.5,10.8,14.0,10.7,69.1,7.6,20.5,0.3,78.0,1.6,1226418
Ft. Myers-Naples FL,2013,16.7,18.4,32.5,1.7,1.2,4.4,9.2,7.2,0.5,5.4,6.1,11.2,14.0,10.5,68.8,7.7,20.7,0.3,78.0,1.6,1251570
Ft. Myers-Naples FL,2014,17.8,16.6,33.2,1.2,0.3,3.4,8.8,7.0,0.5,5.6,6.9,10.5,14.1,11.0,68.3,8.0,21.0,0.3,77.7,2.5,1283099
Ft. Myers-Naples FL,2015,17.7,15.1,32.8,0.5,-0.5,2.9,8.8,7.1,0.5,5.2,7.7,11.0,14.1,10.2,68.1,7.8,21.3,0.2,79.8,1.6,1318994
Ft. Myers-Naples FL,2016,18.3,15.5,31.4,0.5,-1.5,2.6,8.0,5.6,0.5,5.3,7.6,10.6,14.1,10.5,67.8,7.8,21.6,0.3,83.6,1.6,1352867
Ft. Myers-Naples FL,2017,18.9,15.2,30.1,0.1,-2.4,2.1,7.9,5.7,0.5,5.2,6.6,11.1,14.1,9.1,66.8,7.5,22.2,0.2,86.9,1.7,1382073
Ft. Myers-Naples FL,2018,18.7,14.4,27.3,-0.7,-2.7,2.0,7.5,5.5,0.5,5.3,5.8,11.4,14.2,9.3,66.1,7.9,22.8,0.2,87.3,1.7,1407985
Ft. Myers-Naples FL,2019,18.8,13.9,25.9,-1.1,-3.2,1.8,7.4,5.2,0.5,5.0,4.3,11.6,14.2,9.0,65.5,7.6,23.1,0.2,89.4,1.7,1435540
Ft. Myers-Naples FL,2020,18.6,14.2,26.1,-1.0,-3.0,2.1,7.6,5.4,0.5,5.2,4.0,10.4,14.2,8.3,64.7,7.3,23.7,0.1,90.2,1.7,1429362
Ft. Myers-Naples FL,2021,18.8,14.2,26.3,-0.9,-2.8,2.3,7.4,5.7,0.5,5.0,3.5,9.8,14.2,8.1,64.0,7.1,24.1,0.1,90.9,1.7,1454448
Ft. Myers-Naples FL,2022,19.4,12.5,25.2,-1.7,-3.8,1.9,6.7,5.0,0.5,5.3,4.1,10.1,14.2,8.0,63.5,6.9,24.4,0.1,93.0,1.7,1509447
Ft. Smith-Fayetteville-Springdale-Rogers AR,2011,8.9,19.1,33.5,2.1,1.9,3.5,10.3,9.2,0.4,7.2,5.5,10.0,13.6,11.2,76.8,2.5,12.3,2.0,65.7,1.8,808645
Ft. Smith-Fayetteville-Springdale-Rogers AR,2012,8.3,18.3,33.4,1.8,1.4,3.3,10.2,9.1,0.4,7.1,5.4,9.6,13.6,10.5,75.9,2.6,12.4,2.0,65.7,1.8,817514
Ft. Smith-Fayetteville-Springdale-Rogers AR,2013,8.5,17.0,34.6,1.6,1.9,3.1,11.1,9.6,0.4,7.5,4.1,9.9,13.6,11.1,75.5,2.7,12.6,2.2,65.7,1.9,827462
Ft. Smith-Fayetteville-Springdale-Rogers AR,2014,8.6,16.3,32.8,1.0,1.5,2.9,10.8,9.5,0.4,7.5,4.1,9.7,13.6,10.8,75.2,2.8,12.8,2.3,66.9,2.5,836082
Ft. Smith-Fayetteville-Springdale-Rogers AR,2015,9.1,15.1,33.9,0.8,0.2,2.5,9.6,9.1,0.4,7.5,4.2,9.7,13.7,10.1,74.7,3.0,13.0,2.2,65.2,1.9,848409
Ft. Smith-Fayetteville-Springdale-Rogers AR,2016,8.7,16.0,34.6,1.2,-0.7,1.9,10.1,7.8,0.4,7.3,3.9,9.4,13.7,9.7,74.5,2.9,13.1,2.3,68.9,1.9,859470
Ft. Smith-Fayetteville-Springdale-Rogers AR,2017,8.5,15.8,34.2,1.1,0.1,2.6,10.4,7.8,0.4,7.4,3.9,9.8,13.7,9.7,73.9,2.9,13.5,2.5,72.4,1.9,871997
Ft. Smith-Fayetteville-Springdale-Rogers AR,2018,8.6,14.9,33.2,0.6,-0.3,1.9,11.5,7.5,0.4,7.4,3.6,9.0,13.7,9.4,73.5,2.9,13.8,2.5,82.4,1.9,883408
Ft. Smith-Fayetteville-Springdale-Rogers AR,2019,9.1,14.8,33.4,0.6,-0.6,2.3,10.6,6.9,0.4,7.4,3.7,9.5,13.7,9.4,73.0,2.9,13.9,2.6,85.0,1.9,892994
Ft. Smith-Fayetteville-Springdale-Rogers AR,2020,9.1,14.2,32.5,0.2,-1.2,2.0,10.8,6.4,0.5,7.5,4.2,9.2,13.7,8.4,68.3,2.7,14.4,2.1,88.1,2.0,901639
Ft. Smith-Fayetteville-Springdale-Rogers AR,2021,8.7,13.1,30.7,-0.5,-1.2,2.0,11.0,6.7,0.5,7.5,4.0,9.6,13.7,8.1,65.5,2.6,14.5,2.2,91.1,2.0,911455
Ft. Smith-Fayetteville-Springdale-Rogers AR,2022,9.5,14.9,31.6,0.3,-2.0,2.0,9.6,5.9,0.6,7.4,4.2,9.5,13.7,8.1,64.4,2.6,14.8,2.0,91.3,1.9,927572
Ft. Wayne IN,2011,4.1,12.9,22.6,-2.1,1.8,5.0,11.3,7.5,0.3,6.9,6.1,8.9,13.5,7.6,85.2,6.1,5.1,0.3,73.5,1.9,717352
Ft. Wayne IN,2012,4.1,12.4,23.2,-2.1,1.2,4.8,10.9,6.9,0.3,6.9,7.0,9.6,13.5,7.6,84.8,6.1,5.2,0.2,73.5,1.9,719178
Ft. Wayne IN,2013,4.0,14.2,23.9,-1.3,1.7,4.7,11.3,7.6,0.3,6.9,5.4,9.9,13.5,7.8,84.6,6.1,5.3,0.2,73.5,1.9,721524
Ft. Wayne IN,2014,3.9,13.8,23.7,-1.5,0.5,4.0,10.9,7.1,0.3,6.9,4.0,8.9,13.5,7.4,84.2,5.7,5.4,0.2,74.3,2.3,724133
Ft. Wayne IN,2015,3.9,14.4,24.9,-1.1,-0.2,3.2,11.1,6.7,0.3,6.8,4.1,9.6,13.5,7.4,84.1,5.8,5.6,0.3,76.8,1.9,726697
Ft. Wayne IN,2016,4.3,14.9,24.6,-1.0,-1.1,2.6,10.6,6.4,0.3,6.8,4.4,9.4,13.5,7.3,83.9,6.0,5.6,0.1,84.2,1.9,728389
Ft. Wayne IN,2017,4.2,13.6,25.2,-1.3,-1.3,2.5,11.0,5.8,0.3,6.8,8.4,9.7,13.5,7.3,83.5,6.0,5.8,0.2,86.3,1.9,730300
Ft. Wayne IN,2018,4.4,13.7,23.4,-1.6,-1.2,2.2,11.6,6.0,0.3,6.7,5.9,9.6,13.5,7.5,83.1,6.1,5.9,0.2,85.8,1.9,732926
Ft. Wayne IN,2019,4.8,13.8,23.0,-1.6,-2.6,1.9,10.4,4.7,0.3,6.7,6.6,9.2,13.5,7.0,82.8,6.0,6.0,0.2,90.1,1.9,736960
Ft. Wayne IN,2020,4.7,12.9,22.3,-2.1,-2.4,2.2,10.3,5.1,0.3,6.8,5.9,9.4,13.5,6.6,81.6,6.0,6.3,0.1,91.5,1.9,744801
Ft. Wayne IN,2021,5.0,14.1,22.9,-1.6,-2.2,2.3,10.1,5.5,0.3,6.7,5.8,10.0,13.5,6.8,81.2,5.3,6.3,0.2,92.8,2.0,747103
Ft. Wayne IN,2022,5.3,12.7,22.2,-2.2,-3.1,1.9,9.6,4.6,0.3,6.7,5.4,9.3,13.5,6.5,81.0,5.9,6.5,0.1,92.5,1.9,750794
Gainesville FL,2011,9.5,22.4,39.3,4.3,0.5,5.1,9.2,6.6,0.5,11.7,3.4,8.5,12.7,7.0,68.1,17.3,8.1,0.3,76.5,1.7,323081
Gainesville FL,2012,8.9,21.9,38.5,4.0,0.5,4.2,9.8,8.1,0.5,11.3,3.0,9.1,12.7,6.9,67.9,16.9,8.1,0.3,76.5,1.6,325139
Gainesville FL,2013,8.2,22.5,37.9,4.1,0.0,4.2,8.7,8.7,0.5,11.2,3.4,9.1,12.7,6.6,67.6,16.5,8.2,0.2,76.5,1.6,326891
Gainesville FL,2014,7.8,22.8,38.8,4.4,-0.1,4.7,8.5,7.6,0.5,11.5,3.0,10.0,12.7,6.2,67.1,16.8,8.4,0.3,81.1,2.4,329522
Gainesville FL,2015,9.1,22.8,36.6,3.9,-1.5,3.0,8.8,7.7,0.5,10.9,3.1,8.9,12.7,6.4,66.7,17.2,8.6,0.4,81.0,1.7,332868
Gainesville FL,2016,9.3,18.6,40.2,3.1,-1.7,2.8,9.0,6.5,0.5,10.8,3.1,10.6,12.7,7.2,66.3,17.2,8.7,0.3,83.3,1.6,336320
Gainesville FL,2017,8.5,19.9,36.0,2.8,-3.0,2.5,7.3,6.2,0.5,10.7,3.3,9.9,12.7,6.6,65.9,17.2,9.1,0.3,87.0,1.6,340171
Gainesville FL,2018,9.5,19.8,33.4,2.4,-2.5,2.9,8.3,5.8,0.5,10.4,2.9,8.8,12.7,6.2,65.4,16.9,9.5,0.3,86.9,1.7,343969
Gainesville FL,2019,9.2,20.4,34.3,2.7,-3.4,2.2,8.6,5.3,0.5,10.0,2.9,10.4,12.7,5.6,65.0,16.4,9.7,0.2,88.4,1.7,343988
Gainesville FL,2020,9.3,20.2,34.7,2.7,-3.5,2.4,8.3,5.1,0.5,10.5,2.3,8.9,12.8,5.3,64.3,16.5,10.1,0.2,88.6,1.7,357804
Gainesville FL,2021,9.0,18.9,34.7,2.2,-4.0,2.0,7.8,5.4,0.5,10.1,2.6,9.6,12.8,5.3,64.0,16.7,10.2,0.1,88.8,1.7,356090
Gainesville FL,2022,9.7,19.3,35.6,2.6,-3.8,2.4,7.9,5.1,0.6,10.6,2.3,8.2,12.8,5.0,63.8,15.9,10.6,0.1,89.4,1.7,362105
Glendive MT,2011,0.8,15.4,21.0,-1.4,-3.8,1.7,7.2,5.1,0.1,6.9,0.8,6.6,9.5,7.8,95.2,0.1,1.5,1.7,,2.3,12915
Glendive MT,2012,0.8,16.6,22.8,-0.7,-1.7,2.3,9.6,6.8,0.1,6.9,1.1,7.3,9.5,7.6,95.2,0.1,1.6,1.6,,2.2,13266
Glendive MT,2013,1.0,15.2,23.0,-1.2,-2.5,1.6,9.1,7.0,0.1,6.8,2.4,7.1,9.5,7.2,94.9,0.2,1.7,1.7,,2.2,13403
Glendive MT,2014,1.0,12.9,22.5,-2.1,-3.7,1.5,8.0,6.3,0.1,6.6,5.8,6.8,9.5,6.4,94.4,0.7,1.8,1.3,,2.2,13529
Glendive MT,2015,1.2,14.1,23.4,-1.5,-4.4,1.4,7.7,5.6,0.1,6.3,4.0,6.8,9.5,5.4,94.0,0.9,2.1,2.0,,2.2,13794
Glendive MT,2016,1.4,14.4,25.7,-0.9,-4.0,1.4,8.6,6.5,0.1,6.2,3.2,5.8,9.5,4.6,93.5,0.7,2.4,1.8,,2.3,13758
Glendive MT,2017,1.5,14.0,26.6,-0.9,-6.0,0.7,6.8,5.1,0.1,5.9,4.7,7.1,9.5,4.4,93.5,0.7,2.6,1.6,,2.3,13574
Glendive MT,2018,1.2,16.2,25.8,-0.3,-7.4,1.0,4.7,3.4,0.1,6.0,2.3,7.7,9.5,4.0,93.2,1.2,2.7,1.6,,2.3,13371
Glendive MT,2019,2.1,14.9,25.0,-0.9,-6.4,1.0,5.8,3.8,0.1,5.9,1.7,7.5,9.5,5.0,93.2,0.5,2.7,1.6,,2.3,13190
Glendive MT,2020,1.9,9.1,22.6,-3.4,-6.0,1.2,7.3,3.7,0.2,6.2,0.9,5.7,9.5,3.8,91.7,0.5,2.1,1.6,,2.3,13139
Glendive MT,2021,1.8,11.7,22.9,-2.4,-6.0,1.4,6.7,3.7,0.1,5.9,0.9,7.3,9.5,4.1,92.8,0.7,2.5,2.0,,2.3,13304
Glendive MT,2022,1.9,9.1,22.6,-3.4,-6.0,1.2,7.3,3.7,0.2,6.2,0.9,5.7,9.5,3.8,91.7,0.5,2.1,1.6,,2.3,13139
Grand Junction-Montrose CO,2011,4.9,18.5,26.0,0.5,-1.0,4.5,7.4,5.5,0.3,6.5,4.7,9.7,12.3,7.8,81.7,0.7,14.7,0.4,80.9,2.0,218561
Grand Junction-Montrose CO,2012,4.9,16.3,28.1,0.1,1.4,4.7,10.5,8.1,0.3,6.9,4.3,9.5,12.3,7.5,81.6,0.6,14.8,0.3,80.9,2.0,219552
Grand Junction-Montrose CO,2013,3.6,20.9,29.2,1.9,1.2,4.3,11.0,8.3,0.3,6.6,3.9,10.9,12.3,7.1,81.2,0.9,15.0,0.5,80.9,1.9,219233
Grand Junction-Montrose CO,2014,4.4,18.9,30.5,1.5,0.8,4.4,9.6,7.3,0.3,6.6,4.1,11.0,12.3,8.5,81.0,0.7,15.2,0.7,80.3,2.5,219518
Grand Junction-Montrose CO,2015,4.0,18.7,29.8,1.3,0.3,4.1,9.8,8.0,0.3,6.7,4.6,11.7,12.3,6.9,81.0,0.6,15.4,0.6,80.2,2.0,219542
Grand Junction-Montrose CO,2016,4.6,18.1,32.7,1.6,0.5,4.4,9.2,7.6,0.3,6.7,4.6,11.3,12.3,7.8,80.6,0.4,15.5,0.7,87.5,2.0,221170
Grand Junction-Montrose CO,2017,5.3,17.2,31.4,1.1,-1.1,3.3,8.6,8.0,0.3,6.8,5.0,10.8,12.3,6.4,80.4,0.7,15.7,0.6,87.7,2.0,222741
Grand Junction-Montrose CO,2018,5.0,17.4,28.7,0.7,-0.5,3.1,10.9,7.2,0.3,6.1,5.2,12.1,12.3,6.8,80.2,0.7,15.9,0.9,85.2,2.0,224821
Grand Junction-Montrose CO,2019,5.0,16.8,25.7,-0.1,-3.0,2.0,8.2,6.3,0.3,6.3,4.7,10.7,12.3,6.6,80.1,0.4,15.9,0.6,89.2,2.1,226461
Grand Junction-Montrose CO,2020,4.6,15.7,24.2,-0.7,-3.0,2.4,8.8,5.1,0.4,6.3,5.3,12.2,12.3,6.1,78.7,0.6,16.3,0.6,91.2,2.0,230127
Grand Junction-Montrose CO,2021,4.3,14.4,23.7,-1.3,-2.9,2.6,8.7,5.0,0.4,6.2,4.7,12.3,12.3,6.1,78.3,0.5,16.3,0.4,93.3,2.1,230796
Grand Junction-Montrose CO,2022,4.7,16.4,21.6,-1.0,-3.3,2.3,9.7,4.9,0.4,6.3,5.3,12.4,12.4,4.7,77.4,0.8,16.5,0.4,92.6,2.1,232632
Grand Rapids-Kalamazoo-Battle Creek MI,2011,5.0,14.7,23.4,-1.3,2.1,5.7,10.8,7.8,0.3,7.8,4.4,9.1,14.5,7.1,81.5,6.9,7.2,0.3,75.7,1.8,1991267
