DMA,Year,Percentage of Foreign Born,Percentage of Moved In,Percentage of Renter,Mobility Index,Concentrated Disadvantaged Index,Percentage of Unemployed,Percentage of Single Parent Households,Percentage of Poverty,Heterogeneity Index,Percentage of Young Males,Percentage of Dropped Out,Percentage of Divorced,Population (logged),Less than High School,Percentage of White,Percentage of Black,Percentage of Hispanic,Percentage of Native Americans,Percentage of Internet Subscription per Household,Average Vehicle HH,Population
Richmond-Petersburg VA,2013,6.7,15.4,33.2,0.2,1.8,4.2,12.4,6.7,0.6,6.8,4.1,9.2,14.0,8.2,57.8,29.9,5.6,0.3,75.3,1.9,1248513
Richmond-Petersburg VA,2014,7.7,15.0,32.6,0.0,0.3,3.8,11.2,5.5,0.6,6.8,1.6,8.7,14.0,7.9,58.3,29.4,5.7,0.2,78.2,2.8,1260668
Richmond-Petersburg VA,2015,7.6,17.1,33.8,0.9,-0.7,3.1,11.1,4.9,0.6,6.7,5.1,9.4,14.1,7.3,58.1,29.3,5.8,0.2,78.3,1.9,1271142
Richmond-Petersburg VA,2016,7.2,14.9,32.1,-0.1,-0.7,3.0,11.1,5.3,0.6,6.6,3.1,9.0,14.1,6.9,57.9,29.0,5.9,0.3,82.1,1.9,1282066
Richmond-Petersburg VA,2017,7.4,16.0,32.3,0.3,-1.4,2.7,10.7,4.9,0.6,6.6,1.9,9.2,14.1,6.9,57.2,29.7,6.1,0.3,85.3,2.0,1301540
Richmond-Petersburg VA,2018,8.2,15.4,32.5,0.1,-1.6,2.1,11.1,4.6,0.6,6.3,1.6,9.2,14.1,7.3,57.0,29.2,6.6,0.2,86.2,2.0,1303621
Richmond-Petersburg VA,2019,8.1,14.7,30.5,-0.4,-2.5,2.3,9.6,3.9,0.6,6.5,2.5,8.4,14.1,6.9,57.0,29.3,6.6,0.2,85.2,2.0,1290866
Richmond-Petersburg VA,2021,7.8,12.6,29.0,-1.3,-2.1,2.8,9.8,4.3,0.6,5.9,3.1,8.7,14.1,6.1,55.4,28.1,7.1,0.2,89.7,2.0,1317525
Richmond-Petersburg VA,2022,7.9,13.6,28.9,-1.0,-2.8,2.2,10.0,4.6,0.6,6.6,3.8,8.2,14.1,5.0,55.5,28.0,7.1,0.1,90.8,1.9,1341227
Rochester MN-Mason City IA-Austin MN,2011,7.2,11.2,17.9,-3.7,-4.2,2.4,8.4,2.7,0.3,5.7,3.8,6.6,12.1,4.5,96.8,4.7,4.6,0.1,80.8,1.9,187612
Rochester MN-Mason City IA-Austin MN,2012,8.9,13.9,22.1,-2.1,-4.0,1.8,9.7,3.7,0.3,6.0,3.8,8.1,12.1,4.0,96.2,4.7,4.6,0.1,80.8,1.9,188773
Rochester MN-Mason City IA-Austin MN,2013,7.2,12.3,19.3,-3.1,-3.9,2.6,8.9,3.1,0.3,5.6,3.8,7.3,12.3,3.9,85.7,4.1,4.1,0.1,80.8,1.9,211853
Rochester MN-Mason City IA-Austin MN,2014,8.2,12.0,21.9,-2.7,-2.8,2.3,10.3,4.6,0.3,5.5,3.8,7.7,12.3,4.4,85.4,4.1,4.1,0.1,82.2,2.8,212778
Rochester MN-Mason City IA-Austin MN,2015,9.1,14.2,20.0,-2.4,-4.8,2.0,7.9,3.2,0.3,5.8,3.8,7.7,12.3,3.9,85.0,4.2,4.2,0.2,83.3,1.9,213873
Rochester MN-Mason City IA-Austin MN,2016,7.6,12.7,19.2,-3.0,-3.9,2.2,8.5,3.8,0.3,5.9,3.8,8.0,12.3,4.6,84.2,4.2,4.4,0.3,85.1,1.9,215884
Rochester MN-Mason City IA-Austin MN,2017,8.8,11.8,21.9,-2.8,-4.9,1.7,8.4,3.6,0.3,5.7,3.8,7.1,12.3,3.5,84.3,4.3,4.3,0.2,86.5,1.9,218280
Rochester MN-Mason City IA-Austin MN,2018,8.7,13.8,21.3,-2.3,-5.8,1.3,7.4,2.2,0.3,5.9,3.8,7.6,12.3,4.3,84.0,4.6,4.5,0.2,86.6,1.9,219802
Rochester MN-Mason City IA-Austin MN,2019,8.6,13.1,21.2,-2.5,-5.8,1.2,8.1,2.3,0.3,5.9,3.8,7.4,12.3,3.8,83.0,5.1,4.8,0.1,87.8,1.9,221921
Rochester MN-Mason City IA-Austin MN,2020,8.8,13.9,20.3,-2.5,-5.0,1.8,8.1,3.1,0.3,6.1,4.6,7.3,12.3,3.6,82.0,5.1,4.8,0.1,88.8,1.9,225911
Rochester MN-Mason City IA-Austin MN,2021,8.0,12.5,20.3,-2.9,-4.5,2.4,8.4,3.5,0.3,6.1,3.8,7.7,12.3,2.8,80.8,5.5,4.9,0.0,89.8,1.9,227151
Rochester MN-Mason City IA-Austin MN,2022,10.3,14.9,20.9,-2.1,-6.2,1.6,5.4,3.6,0.3,5.6,3.8,6.6,12.3,3.4,80.7,5.7,4.8,0.2,92.0,1.9,228073
Rochester NY,2011,6.5,14.8,26.9,-1.0,1.4,4.1,12.1,6.9,0.4,7.8,5.9,8.2,13.9,7.3,77.7,11.1,6.4,0.1,74.3,1.6,1055278
Rochester NY,2012,6.7,15.4,28.5,-0.6,1.1,4.4,12.2,6.4,0.4,7.7,3.9,8.7,13.9,6.4,77.5,11.3,6.5,0.2,74.3,1.6,1056940
Rochester NY,2013,6.4,14.0,27.7,-1.1,0.6,4.2,11.1,6.6,0.4,7.5,5.3,8.3,13.9,6.6,77.5,10.9,6.6,0.2,74.3,1.6,1083278
Rochester NY,2014,6.6,13.2,28.4,-1.2,-0.1,3.6,10.6,6.3,0.4,7.4,4.0,8.5,13.9,6.9,77.2,11.1,6.8,0.1,74.8,2.6,1083393
Rochester NY,2015,7.2,15.2,28.9,-0.6,-0.1,3.3,11.2,6.2,0.4,7.3,5.1,8.9,13.9,7.1,76.8,11.1,7.0,0.2,78.2,1.6,1081954
Rochester NY,2016,7.1,15.2,29.0,-0.5,-0.6,2.7,11.4,6.1,0.4,7.1,4.0,9.6,13.9,6.8,76.7,10.9,7.2,0.2,83.5,1.7,1078879
Rochester NY,2017,7.2,14.7,28.2,-0.8,-0.8,2.6,11.4,6.2,0.4,7.1,3.6,8.8,13.9,6.5,76.3,10.9,7.4,0.1,84.4,1.7,1077948
Rochester NY,2018,7.1,13.5,26.8,-1.4,-1.6,2.4,10.7,5.2,0.4,6.8,4.0,8.8,13.9,6.6,76.3,10.7,7.6,0.2,86.8,1.7,1071082
Rochester NY,2019,7.3,13.1,28.4,-1.3,-2.4,2.1,9.9,4.8,0.4,6.8,4.1,9.0,13.9,6.5,76.1,10.9,7.8,0.2,86.3,1.7,1069644
Rochester NY,2020,6.7,12.4,27.4,-1.7,-1.8,2.6,10.3,5.0,0.4,6.9,4.5,9.0,13.9,6.1,74.8,10.5,8.1,0.1,88.3,1.7,1086859
Rochester NY,2021,7.0,11.9,25.8,-2.1,-1.7,3.3,9.6,4.6,0.4,6.7,3.1,9.1,13.9,6.1,74.2,10.3,7.9,0.1,90.4,1.7,1084973
Rochester NY,2022,6.1,11.8,26.6,-2.0,-2.4,2.2,9.9,5.4,0.4,6.7,4.4,9.2,13.9,5.7,73.6,10.2,8.4,0.1,89.1,1.7,1081152
Rockford IL,2011,8.4,12.6,28.5,-1.4,4.9,6.6,11.9,9.4,0.4,6.5,6.5,10.0,12.8,9.0,72.5,10.9,12.7,0.1,74.6,1.8,348360
Rockford IL,2012,8.2,13.7,29.0,-1.0,5.4,6.0,15.1,9.0,0.5,6.6,3.6,9.2,12.8,8.6,72.2,10.5,12.8,0.1,74.6,1.8,346009
Rockford IL,2013,8.3,12.9,28.3,-1.3,4.0,5.8,12.9,8.2,0.5,6.6,4.1,9.8,12.8,8.5,71.7,10.5,13.1,0.1,74.6,1.8,344623
Rockford IL,2014,8.5,14.5,33.2,0.0,3.7,5.5,12.7,8.3,0.5,6.7,5.2,10.7,12.7,8.4,71.3,11.0,13.4,0.0,73.8,2.7,342411
Rockford IL,2015,8.8,13.7,30.3,-0.8,2.1,4.5,12.3,6.2,0.5,6.4,5.6,9.0,12.7,8.8,70.6,10.7,13.6,0.3,76.5,1.7,340663
Rockford IL,2016,8.4,14.8,33.2,0.1,3.3,4.6,14.2,7.0,0.5,6.7,7.9,9.9,12.7,9.4,70.3,10.5,13.9,0.1,83.3,1.7,339376
Rockford IL,2017,9.1,13.7,27.9,-1.2,2.7,4.8,13.4,6.9,0.5,6.5,5.1,9.4,12.7,7.9,69.9,11.0,14.3,0.2,85.0,1.8,338291
Rockford IL,2018,8.7,11.6,28.6,-1.7,1.4,3.3,12.6,7.7,0.5,6.4,5.7,9.8,12.7,8.1,69.0,11.0,14.6,0.1,87.6,1.8,337658
Rockford IL,2019,8.1,11.5,29.1,-1.6,1.7,3.4,12.9,8.2,0.5,6.5,5.9,9.2,12.7,7.9,68.3,11.4,15.0,0.1,86.9,1.9,336116
Rockford IL,2020,8.9,12.2,28.8,-1.5,1.4,3.8,12.2,7.0,0.5,6.6,5.6,9.6,12.7,8.0,66.8,11.3,15.6,0.0,88.0,1.8,338050
Rockford IL,2021,8.8,13.1,30.8,-0.9,2.4,5.2,12.7,6.4,0.5,6.5,6.1,10.3,12.7,7.5,65.7,10.7,15.9,0.1,89.0,1.8,336278
Rockford IL,2022,8.5,10.7,27.7,-2.1,-0.3,2.9,11.1,6.2,0.5,6.8,6.3,9.6,12.7,7.5,64.9,10.2,16.6,0.1,90.7,1.8,335342
Sacramento-Stockton-Modesto CA,2011,17.9,18.6,39.1,2.2,4.0,7.0,11.4,7.4,0.6,7.6,1.9,9.3,14.6,8.0,55.0,6.7,20.5,0.6,78.4,1.8,2176235
Sacramento-Stockton-Modesto CA,2012,17.8,18.4,40.2,2.4,4.2,6.5,12.4,8.1,0.6,7.5,2.3,9.6,14.6,7.8,54.7,6.8,20.6,0.5,78.4,1.8,2196482
Sacramento-Stockton-Modesto CA,2013,18.2,18.7,41.0,2.6,2.8,5.5,11.5,8.0,0.6,7.3,2.7,9.4,14.6,7.6,54.4,6.8,20.8,0.4,78.4,1.8,2215770
Sacramento-Stockton-Modesto CA,2014,18.0,16.7,40.6,1.9,1.5,4.3,11.2,7.6,0.6,7.2,2.4,9.1,14.6,7.7,53.7,7.0,21.0,0.4,81.6,2.7,2244397
Sacramento-Stockton-Modesto CA,2015,18.2,16.0,39.8,1.6,0.7,3.8,10.9,7.0,0.7,7.0,2.8,9.2,14.6,7.5,53.2,6.9,21.3,0.3,83.0,1.9,2274194
Sacramento-Stockton-Modesto CA,2016,18.2,16.0,39.2,1.5,-0.0,3.0,10.7,6.9,0.7,6.8,3.4,9.1,14.6,7.8,52.6,6.8,21.4,0.4,87.4,1.9,2296418
Sacramento-Stockton-Modesto CA,2017,19.1,15.1,38.6,1.1,-0.5,2.9,10.8,6.1,0.7,6.8,1.7,8.6,14.7,7.4,52.2,6.7,21.7,0.3,89.2,1.9,2324884
Sacramento-Stockton-Modesto CA,2018,19.4,14.5,37.5,0.8,-1.4,2.6,9.9,6.0,0.7,6.8,2.0,8.9,14.7,6.9,51.7,6.8,21.8,0.3,90.7,1.9,2345210
Sacramento-Stockton-Modesto CA,2019,18.8,15.1,37.8,1.0,-1.7,2.5,10.3,4.9,0.7,6.6,3.1,9.0,14.7,6.7,51.3,6.7,22.0,0.5,91.6,2.0,2363730
Sacramento-Stockton-Modesto CA,2020,18.8,13.3,35.9,0.1,-1.3,2.9,10.1,5.3,0.7,6.7,2.4,8.6,14.7,6.8,49.6,6.6,22.3,0.3,92.6,2.0,2394673
Sacramento-Stockton-Modesto CA,2021,18.8,11.9,35.3,-0.4,-1.1,3.4,9.4,5.1,0.7,6.5,1.6,8.1,14.7,7.1,48.4,6.8,22.7,0.2,93.7,2.0,2411428
Sacramento-Stockton-Modesto CA,2022,19.1,12.5,34.6,-0.3,-2.1,2.4,9.7,5.0,0.7,6.8,2.3,8.7,14.7,6.5,47.5,6.5,22.8,0.3,94.0,2.0,2416702
Salisbury MD,2011,6.7,17.9,31.1,0.6,5.6,6.1,15.2,8.8,0.5,9.7,4.8,9.4,11.7,9.0,219.7,52.7,21.5,1.1,72.5,1.8,125529
Salisbury MD,2012,7.3,16.3,30.9,0.1,4.4,4.5,14.6,9.1,0.5,9.6,4.8,8.8,11.8,9.8,217.4,52.1,21.3,1.1,72.5,1.8,126900
Salisbury MD,2013,7.6,13.8,29.0,-1.0,2.8,4.9,11.0,7.8,0.5,6.8,4.8,9.4,12.9,9.9,71.6,17.2,7.0,0.4,72.5,1.8,385438
Salisbury MD,2014,6.6,12.4,27.7,-1.6,0.8,3.4,11.3,6.8,0.5,6.9,5.3,9.4,12.9,8.6,71.2,18.2,6.9,0.2,71.8,2.7,389922
Salisbury MD,2015,6.9,16.0,27.5,-0.6,-0.1,2.9,10.1,6.2,0.5,6.5,8.0,9.3,12.9,9.4,71.0,17.0,7.2,0.3,74.2,1.9,395300
Salisbury MD,2016,6.7,13.6,27.8,-1.2,-0.9,2.6,9.5,5.7,0.5,6.7,5.1,9.5,12.9,9.0,71.0,17.2,7.0,0.4,79.0,1.9,400200
Salisbury MD,2017,8.3,13.3,25.4,-1.7,-0.4,3.0,10.0,5.4,0.5,6.2,5.6,9.1,12.9,9.1,71.4,16.9,7.1,0.1,83.1,1.9,405853
Salisbury MD,2018,6.9,13.3,26.9,-1.5,-1.6,2.5,9.5,5.0,0.5,6.0,6.1,10.2,12.9,8.1,70.9,17.5,7.2,0.3,83.1,1.9,409979
Salisbury MD,2019,7.7,11.7,27.6,-1.8,-1.5,2.1,9.7,5.2,0.5,6.0,6.6,9.2,12.9,8.7,70.5,17.6,7.4,0.4,86.0,1.9,415726
Salisbury MD,2020,7.2,12.4,25.2,-2.0,-1.2,2.8,10.2,5.1,0.5,6.1,5.0,9.5,13.0,7.3,70.3,16.3,7.5,0.2,87.5,1.9,421982
Salisbury MD,2021,7.7,12.1,23.5,-2.4,-0.5,3.3,10.4,5.9,0.5,5.8,4.7,9.3,13.0,7.2,69.7,15.2,7.8,0.1,89.1,1.9,429223
Salisbury MD,2022,7.1,11.6,22.5,-2.8,-3.4,2.0,8.5,3.5,0.5,5.6,2.7,8.7,13.0,6.6,69.9,16.0,7.6,0.1,92.6,1.9,439031
Salt Lake City UT,2011,11.8,16.8,29.1,-0.0,0.7,4.0,10.5,7.9,0.4,7.4,4.7,8.0,14.0,6.6,74.6,1.4,16.8,0.7,79.7,1.9,1145905
Salt Lake City UT,2012,12.0,16.5,29.6,-0.1,0.2,3.9,10.5,6.7,0.4,7.4,4.6,8.1,14.0,6.6,74.2,1.4,17.0,0.6,79.7,1.9,1161715
Salt Lake City UT,2013,11.8,16.0,30.3,-0.1,-1.2,3.0,9.8,6.4,0.4,7.3,4.7,8.0,13.9,6.0,73.5,1.5,17.3,0.8,79.7,1.9,1140483
Salt Lake City UT,2014,12.1,14.8,30.6,-0.4,-1.5,2.6,10.2,5.9,0.4,7.3,6.7,7.5,14.0,6.4,73.1,1.6,17.5,0.6,81.1,2.8,1153340
Salt Lake City UT,2015,11.7,15.8,29.9,-0.2,-2.6,2.0,9.9,4.9,0.4,7.3,4.3,8.4,14.0,6.0,72.7,1.6,17.6,0.6,83.1,2.0,1170266
Salt Lake City UT,2016,12.0,16.3,29.5,-0.1,-2.4,2.0,10.3,4.5,0.4,7.2,6.9,8.2,14.0,6.3,72.3,1.6,17.7,0.5,85.4,2.0,1186187
Salt Lake City UT,2017,12.5,16.5,27.9,-0.3,-3.1,2.0,9.7,4.0,0.5,7.1,5.7,8.0,14.0,5.7,71.6,1.8,17.9,0.8,89.2,2.1,1203105
Salt Lake City UT,2018,13.0,17.3,28.6,-0.0,-3.7,1.8,8.9,3.9,0.5,7.2,3.2,7.8,14.0,5.5,71.1,1.8,18.2,0.5,91.0,2.0,1222540
Salt Lake City UT,2019,12.5,15.2,26.1,-1.1,-3.8,1.9,8.7,3.8,0.5,7.1,3.6,7.8,14.0,5.3,70.8,1.8,18.5,0.7,92.2,2.1,1232696
Salt Lake City UT,2020,12.4,14.5,26.5,-1.2,-3.9,2.0,8.9,3.4,0.5,7.5,4.5,7.8,14.0,5.2,69.8,1.6,18.8,0.4,93.1,2.1,1254675
Salt Lake City UT,2021,12.2,14.4,26.8,-1.2,-3.3,2.2,9.2,4.0,0.5,7.4,6.0,8.0,14.0,5.2,69.2,1.5,19.0,0.4,94.1,2.0,1263061
Salt Lake City UT,2022,12.9,14.1,26.8,-1.3,-3.8,1.5,9.6,3.3,0.5,7.6,4.0,7.6,14.1,5.8,68.4,1.6,19.4,0.4,94.3,2.1,1266191
San Angelo TX,2011,5.2,24.3,33.6,2.9,4.6,3.4,15.3,9.3,0.5,9.0,,11.3,11.6,11.9,56.8,4.3,36.3,0.5,71.6,1.7,113614
San Angelo TX,2012,5.3,26.7,38.3,4.5,2.6,2.9,13.8,8.3,0.5,8.9,,11.6,11.7,10.2,56.8,4.5,36.5,0.0,71.6,1.8,114946
San Angelo TX,2013,6.4,23.4,30.7,2.2,-1.9,1.9,7.2,4.9,0.5,8.5,,10.6,11.7,11.6,55.8,4.3,37.1,0.1,71.6,1.8,116914
San Angelo TX,2014,7.0,18.0,34.1,1.2,-1.6,1.1,9.1,6.0,0.6,9.4,,11.3,11.7,10.9,55.2,4.3,37.9,0.1,68.8,2.7,118296
San Angelo TX,2015,7.6,15.8,33.4,0.4,-0.8,1.3,10.6,6.4,0.6,9.3,,10.1,11.7,10.6,54.3,4.1,38.5,0.2,72.0,1.7,120106
San Angelo TX,2016,6.4,19.6,35.4,1.9,-0.2,1.9,11.0,6.9,0.6,8.8,,9.8,11.7,10.0,54.1,4.3,39.2,0.2,76.1,1.7,120189
San Angelo TX,2017,4.8,20.6,32.7,1.7,-0.9,2.8,9.3,7.4,0.6,7.5,,9.0,11.7,7.1,53.7,4.0,40.3,0.2,76.2,1.8,119317
San Angelo TX,2018,5.5,11.7,35.0,-0.5,0.3,2.3,12.9,7.4,0.6,8.2,,10.6,11.7,7.3,53.0,3.6,41.2,0.3,78.9,1.8,119310
San Angelo TX,2019,6.5,16.0,26.1,-0.8,-1.7,1.2,12.1,4.8,0.6,7.9,,11.4,11.7,8.0,51.4,3.2,41.3,0.3,87.8,1.9,121376
San Angelo TX,2021,5.0,13.9,27.5,-1.2,-1.4,1.8,10.7,5.1,0.6,7.8,,8.8,11.7,8.7,50.4,2.8,41.8,0.4,85.4,1.8,122066
San Angelo TX,2022,6.3,14.8,27.5,-0.9,-2.2,1.1,10.6,4.9,0.6,8.1,,9.8,11.7,8.6,49.6,2.0,42.4,0.1,88.7,1.8,121834
San Diego CA,2011,23.4,15.3,44.9,2.3,2.7,5.4,10.3,7.3,0.7,8.5,3.3,8.1,15.0,9.8,47.8,4.7,32.5,0.4,83.5,1.8,3140069
San Diego CA,2012,23.2,15.5,45.3,2.4,2.1,4.7,10.5,7.6,0.7,8.4,3.2,8.4,15.0,9.1,47.5,4.8,32.7,0.4,83.5,1.9,3177063
San Diego CA,2013,23.7,15.0,46.3,2.5,1.9,4.4,10.5,7.5,0.7,8.2,2.5,8.7,15.0,9.6,47.0,4.8,32.9,0.4,83.5,1.9,3211252
San Diego CA,2014,23.2,15.6,46.2,2.6,1.0,3.7,10.5,7.2,0.7,8.0,2.0,8.5,15.0,8.9,46.6,4.6,33.2,0.3,86.2,2.8,3263431
San Diego CA,2015,24.2,15.5,46.8,2.7,0.5,3.5,10.3,6.5,0.7,7.9,1.9,8.8,15.0,9.0,46.0,4.9,33.4,0.3,86.3,1.9,3299521
San Diego CA,2016,24.1,15.2,46.5,2.6,-0.3,3.2,9.8,5.6,0.7,7.7,3.5,8.3,15.0,9.2,45.9,4.7,33.5,0.4,88.7,1.9,3317749
San Diego CA,2017,23.3,16.3,44.5,2.5,-0.8,3.0,9.7,5.4,0.7,7.5,2.1,8.1,15.0,8.4,45.3,4.6,33.9,0.4,90.9,2.0,3337685
San Diego CA,2018,23.6,15.0,44.4,2.1,-1.1,2.7,9.5,5.1,0.7,7.4,1.7,8.5,15.0,8.7,45.1,4.8,34.0,0.4,92.3,2.0,3343364
San Diego CA,2019,22.8,13.0,43.4,1.4,-1.5,2.9,9.2,4.6,0.7,7.3,1.8,8.0,15.0,8.2,44.8,4.7,34.1,0.4,92.8,2.0,3338330
San Diego CA,2021,22.4,13.8,43.1,1.5,-0.2,4.4,9.1,4.8,0.7,7.2,1.6,7.9,15.0,8.0,42.6,4.4,34.8,0.2,94.9,1.9,3286069
San Diego CA,2022,22.3,12.1,41.6,0.8,-2.2,2.4,8.9,4.9,0.7,7.3,2.0,7.8,15.0,7.1,42.2,4.2,35.0,0.3,94.7,2.0,3276208
San Francisco-Oakland-San Jose CA,2011,29.7,15.2,42.3,1.8,1.0,5.3,9.3,5.1,0.7,6.3,2.6,7.9,15.3,8.9,42.0,8.0,22.0,0.2,83.6,1.7,4391037
San Francisco-Oakland-San Jose CA,2012,30.1,14.7,43.6,1.9,0.1,4.8,8.4,5.1,0.7,6.2,2.6,8.0,15.3,8.6,41.6,7.7,21.9,0.3,83.6,1.7,4455560
San Francisco-Oakland-San Jose CA,2013,29.7,14.4,42.7,1.6,-0.4,4.4,8.5,4.5,0.7,6.0,2.6,7.8,15.3,8.4,41.3,7.6,21.9,0.2,83.6,1.7,4516276
San Francisco-Oakland-San Jose CA,2014,30.4,13.7,43.4,1.6,-1.4,3.5,8.1,4.3,0.7,5.9,2.6,7.6,15.3,8.5,40.7,7.4,21.9,0.2,85.1,2.6,4594060
San Francisco-Oakland-San Jose CA,2015,30.7,12.8,43.1,1.2,-1.8,2.9,8.3,4.4,0.7,5.8,2.1,7.5,15.4,8.5,40.4,7.3,21.9,0.2,86.6,1.7,4656132
San Francisco-Oakland-San Jose CA,2016,30.9,12.8,43.3,1.3,-2.7,2.5,7.6,3.8,0.7,5.7,2.4,7.2,15.4,8.2,40.0,7.0,21.9,0.2,89.2,1.7,4679166
San Francisco-Oakland-San Jose CA,2017,31.3,13.2,41.8,1.1,-2.8,2.4,8.0,3.5,0.7,5.6,2.5,7.6,15.4,8.0,39.4,6.9,21.9,0.2,90.5,1.8,4727357
San Francisco-Oakland-San Jose CA,2018,30.5,12.9,41.2,0.9,-3.6,2.2,7.4,3.2,0.7,5.6,1.7,7.1,15.4,7.2,39.0,7.0,21.9,0.2,91.7,1.8,4729484
San Francisco-Oakland-San Jose CA,2019,30.9,12.5,42.5,1.1,-3.8,2.1,7.1,3.0,0.7,5.5,1.7,7.3,15.4,7.6,38.6,7.2,21.9,0.2,92.0,1.7,4731803
San Francisco-Oakland-San Jose CA,2020,30.9,12.5,40.4,0.7,-3.0,2.9,7.3,3.3,0.7,5.6,2.0,7.1,15.4,7.5,37.2,7.0,22.0,0.2,93.0,1.7,4692242
San Francisco-Oakland-San Jose CA,2021,31.2,12.9,39.9,0.7,-1.8,4.0,7.4,3.7,0.7,5.5,2.2,6.8,15.3,7.6,36.1,6.9,22.3,0.2,94.0,1.7,4623264
San Francisco-Oakland-San Jose CA,2022,31.6,12.6,39.1,0.5,-3.4,2.3,7.0,3.4,0.7,5.6,2.2,6.7,15.3,7.8,35.4,6.8,22.3,0.2,95.0,1.7,4579599
Santa Barbara-Santa Maria-San Luis Obispo CA,2013,23.4,21.2,48.1,4.6,2.8,4.0,11.1,6.5,0.6,10.2,3.6,7.1,13.0,13.3,46.3,1.6,44.1,0.5,75.7,1.9,435697
Santa Barbara-Santa Maria-San Luis Obispo CA,2014,22.4,20.4,48.8,4.5,2.3,3.4,11.7,7.2,0.6,9.9,3.8,8.1,13.0,12.0,45.9,1.6,44.4,0.3,79.2,2.7,440668
Santa Barbara-Santa Maria-San Luis Obispo CA,2015,23.1,18.8,50.1,4.3,1.4,3.2,10.3,6.5,0.6,10.1,3.1,7.4,13.0,12.3,45.4,1.9,44.8,0.3,84.0,1.9,444769
Santa Barbara-Santa Maria-San Luis Obispo CA,2016,24.6,19.5,48.2,4.1,1.3,3.0,11.2,5.8,0.6,9.8,2.4,7.4,13.0,12.2,44.9,1.8,45.1,0.3,87.0,2.0,446170
Santa Barbara-Santa Maria-San Luis Obispo CA,2017,22.5,20.0,48.9,4.4,0.1,2.9,9.7,4.9,0.6,9.8,2.9,7.4,13.0,11.9,44.1,1.6,45.6,0.3,88.6,2.0,448150
Santa Barbara-Santa Maria-San Luis Obispo CA,2018,23.0,18.7,47.1,3.7,0.4,3.0,10.5,4.8,0.6,9.8,3.3,7.2,13.0,11.5,43.9,2.0,45.8,0.5,90.6,2.0,446527
Santa Barbara-Santa Maria-San Luis Obispo CA,2019,23.7,19.2,46.5,3.7,0.0,2.3,11.6,3.9,0.6,9.7,1.3,7.3,13.0,11.7,43.6,2.0,46.0,0.4,91.4,1.9,446499
Santa Barbara-Santa Maria-San Luis Obispo CA,2021,22.1,17.0,45.8,3.0,1.4,3.6,11.2,5.8,0.6,9.5,2.1,7.9,13.0,11.1,41.6,1.8,47.2,0.1,91.9,2.0,446475
Santa Barbara-Santa Maria-San Luis Obispo CA,2022,21.1,16.7,46.4,3.0,-0.2,2.7,9.9,5.1,0.6,9.4,1.6,6.8,13.0,11.2,41.1,1.8,47.5,0.2,92.7,2.0,443837
Savannah GA,2011,7.5,18.1,37.0,1.7,2.5,4.1,12.8,8.2,0.6,7.7,5.4,10.7,12.8,8.3,57.9,33.8,5.6,0.3,74.2,1.7,355576
Savannah GA,2012,5.0,13.8,37.5,0.5,2.7,4.7,12.5,8.6,0.6,7.9,5.6,9.7,12.8,7.5,56.9,33.2,5.5,0.3,74.2,1.7,361941
Savannah GA,2013,5.5,17.8,38.4,1.9,3.6,5.3,13.3,8.9,0.6,7.3,3.1,10.5,12.8,7.5,57.0,33.3,5.1,0.3,74.2,1.8,366047
Savannah GA,2014,5.9,20.1,37.3,2.4,1.4,4.3,11.6,7.7,0.6,7.5,6.0,10.0,12.8,7.0,56.1,33.3,5.6,0.1,79.9,2.7,372708
Savannah GA,2015,6.2,21.4,41.6,3.5,2.8,4.4,13.8,8.2,0.6,7.6,3.4,9.5,12.8,7.3,55.7,33.3,5.7,0.2,81.1,1.8,379199
Savannah GA,2016,5.0,22.1,40.1,3.5,1.5,3.7,13.6,6.4,0.6,7.1,1.9,9.1,12.9,7.4,56.4,32.5,5.8,0.2,85.4,1.8,384024
Savannah GA,2017,5.4,20.8,37.4,2.6,1.2,3.0,13.9,6.9,0.6,7.2,2.8,10.7,12.9,7.4,54.7,32.6,6.2,0.4,87.5,1.8,387543
Savannah GA,2018,5.8,18.1,36.3,1.6,-0.3,3.2,12.6,4.9,0.6,7.0,3.7,9.5,12.9,6.3,55.0,32.4,6.6,0.2,88.3,1.8,389494
Savannah GA,2019,5.8,15.4,36.7,0.9,-0.3,2.9,12.7,5.4,0.6,7.3,4.7,10.3,12.9,6.4,54.5,33.8,6.5,0.2,83.5,1.8,393353
Savannah GA,2020,6.4,17.6,35.1,1.2,-1.0,3.1,11.1,5.3,0.6,7.0,5.1,9.1,12.9,5.8,54.0,32.5,6.7,0.1,87.9,1.8,406575
Savannah GA,2021,5.8,18.1,34.7,1.3,-1.5,2.8,10.5,5.8,0.6,7.0,4.7,9.0,12.9,5.5,53.5,32.8,7.3,0.0,92.4,1.8,410008
Savannah GA,2022,6.5,19.7,33.4,1.6,-1.3,2.3,11.1,6.0,0.6,6.6,4.7,9.7,12.9,6.3,53.1,31.5,7.0,0.1,93.6,1.8,418373
Seattle-Tacoma WA,2011,16.9,18.1,36.0,1.5,0.1,5.4,9.4,4.9,0.5,6.7,4.5,9.9,15.1,5.8,67.6,5.3,9.2,0.8,82.9,1.8,3500026
Seattle-Tacoma WA,2012,17.1,17.6,36.3,1.5,-1.4,4.1,8.9,4.8,0.5,6.6,4.1,9.7,15.1,5.6,66.9,5.4,9.3,0.7,82.9,1.8,3552157
